row,error,data
2,Contract has no client.,"{'id': 10046, 'contract_type': 'SEAMLESS', 'seamless_updated': 'NO', 'contract_status': 'EXPIRED', 'dwellent_id': None, 'bid_id': 'Sent to Bid 21/4/23', 'portal_status': 'Approved', 'client': None, 'client_group': None, 'seed_stock': 'NO', 'client_manager': None, 'is_directors_approval': 'YES', 'directors_approval_date': None, 'business_name': 'The Chilterns Haddenham Management Co Ltd', 'company_reg_number': '10951553', 'utility': <Utility: Electricity>, 'top_line': '1801001', 'mpan_mpr': '1050001626536', 'meter_serial_number': 'K20N000332', 'meter_onboarded': None, 'meter_status': 'ACTIVE', 'building_name': None, 'site_address': 'Landlord Supply Fairfields Farm HP17 8HN', 'billing_address': 'c/o Breckon & Breckon Twining House 294 Banbury Road Summertown Oxfordshire England OX2 7ED', 'supplier': <Supplier: Corona>, 'supplier_coding': 'Corona Energy Retail 4 Ltd [149987]', 'contract_start_date': None, 'contract_end_date': '2023-12-31', 'lock_in_date': None, 'supplier_start_date': '2023-01-25', 'account_number': '60147229', 'eac': Decimal('3683.90'), 'day_consumption': None, 'night_consumption': None, 'vat_rate': '5%', 'contract_value': Decimal('1667.60'), 'standing_charge': Decimal('21.7100'), 'sc_frequency': 'Monthly', 'unit_rate_1': Decimal('0.414400'), 'unit_rate_2': None, 'unit_rate_3': None, 'feed_in_tariff': None, 'seamless_status': 'In Scope', 'profile': None, 'is_ooc': 'NO', 'service_type': 'Electricity', 'pence_per_kilowatt': None, 'day_kilowatt_hour_rate': None, 'night_rate': None, 'annualised_budget': None, 'commission_per_annum': 80, 'commission_per_unit': Decimal('0.030'), 'commission_per_contract': None, 'partner_commission': None, 'smart_meter': 'N', 'vat_declaration_sent': 'NO', 'vat_declaration_date': None, 'vat_declaration_expires': None, 'notes': None, 'kva': None, 'future_supplier': None, 'future_contract_start_date': None, 'future_contract_end_date': None, 'future_unit_rate_1': None, 'future_unit_rate_2': None, 'future_unit_rate_3': None, 'future_standing_charge': None}"
